EmployeeID,Age,Department,JobRole,MonthlyIncome,YearsAtCompany,DistanceFromHome,EducationLevel,BusinessTravel,OverTime,JobSatisfaction,WorkLifeBalance,PerformanceRating,NumCompaniesWorked,PromotionLast5Years,Attrition
EMP00533,46,Sales,Manager,10716.14,8,3.0,2,Travel_Rarely,Yes,3.0,3,3,2,1,No
EMP00110,52,R&D,Intern,5312.4,13,14.0,4,Travel_Rarely,Yes,3.0,2,4,2,0,No
EMP00644,27,Marketing,Senior,7932.02,7,5.0,4,Non-Travel,Yes,2.0,1,3,1,1,No
EMP01133,43,Sales,Manager,9751.34,1,9.0,2,Travel_Rarely,No,3.0,2,4,1,1,Yes
EMP00189,41,Marketing,Junior,5009.09,11,10.0,2,Travel_Rarely,No,2.0,2,3,2,1,No
EMP01313,39,Engineering,Junior,5023.76,3,9.0,4,Travel_Frequently,No,3.0,3,3,1,0,No
EMP00769,44,Sales,Senior,5763.11,1,3.0,3,Travel_Frequently,Yes,2.0,1,4,2,0,No
EMP01472,22,Engineering,Junior,4608.3,1,16.0,3,Travel_Rarely,Yes,4.0,3,4,2,0,No
EMP01482,24,Marketing,Junior,3465.61,4,1.0,3,Non-Travel,Yes,3.0,2,3,0,0,No
EMP01138,36,R&D,Manager,10451.49,0,23.0,4,Travel_Rarely,No,2.0,3,3,2,1,No
EMP00676,52,R&D,Senior,,5,21.0,2,Travel_Rarely,No,2.0,1,4,3,0,No
EMP00419,28,Engineering,Manager,10501.42,2,9.0,3,Travel_Frequently,Yes,2.0,2,3,1,0,No
EMP00019,32,Marketing,Senior,7244.63,7,2.0,2,Travel_Frequently,No,3.0,3,4,2,0,No
EMP00309,41,Engineering,Junior,5243.82,8,2.0,2,Non-Travel,No,2.0,3,2,2,0,Yes
EMP00678,30,Engineering,Senior,8271.43,7,2.0,4,Travel_Rarely,No,2.0,3,3,2,0,No
EMP00706,35,Engineering,Senior,7663.6,10,1.0,2,Travel_Rarely,Yes,3.0,2,3,3,0,No
EMP00691,37,Sales,Senior,8036.23,7,1.0,4,Non-Travel,Yes,2.0,1,3,1,0,No
EMP00788,27,R&D,Manager,9908.65,3,3.0,4,Travel_Rarely,Yes,3.0,1,3,1,1,No
EMP00581,24,Sales,Junior,4254.69,0,4.0,4,Travel_Rarely,Yes,3.0,3,3,3,0,No
EMP01242,49,Sales,Senior,7619.2,2,11.0,4,Travel_Rarely,Yes,3.0,4,3,3,0,Yes
EMP01156,50,Engineering,Junior,6641.13,18,7.0,2,Travel_Rarely,No,2.0,4,2,3,0,No
EMP00600,46,R&D,Senior,5966.39,3,8.0,1,Travel_Frequently,No,2.0,4,4,5,0,No
EMP00287,30,Engineering,Junior,5390.78,3,2.0,4,Non-Travel,No,4.0,3,4,3,0,No
EMP01080,24,Sales,Senior,7075.39,4,5.0,2,Travel_Frequently,No,3.0,3,2,5,0,Yes
EMP00604,32,HR,Junior,4041.24,0,9.0,4,Travel_Frequently,Yes,3.0,1,3,3,0,Yes
EMP00257,40,HR,Senior,5615.0,1,12.0,2,Travel_Frequently,No,3.0,2,3,1,1,No
EMP00213,47,R&D,Junior,6962.51,13,4.0,3,Travel_Frequently,No,3.0,2,3,1,0,No
EMP00260,36,R&D,Senior,8057.03,10,21.0,2,Travel_Rarely,No,4.0,3,3,3,1,No
EMP00580,28,Marketing,Intern,3096.84,1,1.0,3,Travel_Rarely,Yes,3.0,3,4,2,0,No
EMP01068,39,Engineering,Senior,6446.37,1,13.0,3,Travel_Rarely,No,4.0,2,3,2,0,No
EMP00967,36,Engineering,Senior,8264.42,2,16.0,4,Travel_Rarely,No,3.0,3,3,3,0,Yes
EMP00236,42,HR,Manager,9685.8,2,12.0,4,Travel_Frequently,No,1.0,2,4,2,0,No
EMP01028,23,Sales,Senior,7282.28,0,1.0,3,Travel_Rarely,No,4.0,4,4,3,0,No
EMP01475,31,Marketing,Executive,15984.8,2,16.0,4,Travel_Rarely,No,1.0,3,3,3,0,Yes
EMP00660,36,HR,Junior,5449.41,7,7.0,4,Travel_Frequently,No,2.0,3,3,1,0,Yes
EMP00822,42,Engineering,Manager,9370.25,6,1.0,1,Non-Travel,No,4.0,3,3,2,0,No
EMP00022,56,Marketing,Senior,7819.37,2,1.0,2,Travel_Rarely,No,4.0,2,3,4,0,No
EMP00796,49,Marketing,Manager,11151.94,9,3.0,4,Non-Travel,Yes,2.0,1,2,2,0,Yes
EMP01324,30,Engineering,Senior,6769.99,1,20.0,3,Travel_Rarely,No,3.0,2,3,0,0,No
EMP01422,29,Engineering,Senior,6199.38,0,1.0,2,Travel_Rarely,No,3.0,4,3,1,0,No
EMP01177,35,Engineering,Intern,5802.54,14,1.0,2,Travel_Rarely,No,3.0,3,4,1,1,Yes
EMP01243,39,Engineering,Junior,4380.67,1,3.0,3,Travel_Rarely,Yes,2.0,1,3,0,1,No
EMP00071,49,Engineering,Senior,7231.26,5,7.0,3,Non-Travel,Yes,2.0,3,4,3,0,Yes
EMP01363,30,Marketing,Junior,5111.75,0,11.0,4,Non-Travel,Yes,2.0,3,4,2,1,Yes
EMP00780,40,Engineering,Senior,7862.09,5,2.0,3,Non-Travel,No,4.0,3,1,2,0,No
EMP01297,46,Marketing,Junior,4700.28,2,13.0,3,Travel_Frequently,No,4.0,3,2,3,0,No
EMP00735,39,Sales,Manager,11065.42,5,7.0,4,Travel_Rarely,No,2.0,2,3,0,0,No
EMP00021,36,Engineering,Senior,8895.15,9,3.0,3,Travel_Rarely,Yes,1.0,3,3,2,0,Yes
EMP00978,49,Engineering,Junior,5051.63,4,12.0,2,Travel_Rarely,No,2.0,4,3,1,0,No
EMP01205,27,R&D,Junior,3871.51,3,16.0,2,Travel_Rarely,No,4.0,4,3,7,0,No
EMP01217,34,R&D,Executive,15302.14,1,16.0,2,Travel_Rarely,No,3.0,3,2,3,0,No
EMP01265,30,Marketing,Junior,5462.34,4,4.0,4,Travel_Rarely,No,2.0,4,3,1,0,No
EMP01326,57,Engineering,Junior,5238.0,5,19.0,5,Travel_Rarely,No,3.0,3,1,2,0,No
EMP01463,45,Marketing,Senior,8044.41,7,32.0,3,Travel_Rarely,No,4.0,4,4,2,0,No
EMP00550,34,Sales,Junior,5810.99,5,5.0,3,Travel_Rarely,No,4.0,2,2,4,0,No
EMP00129,24,Marketing,Senior,6986.77,3,40.0,2,Travel_Rarely,Yes,1.0,2,3,0,1,Yes
EMP01098,44,Marketing,Manager,8619.52,2,15.0,2,Travel_Rarely,No,3.0,2,3,5,1,No
EMP00085,39,Engineering,Senior,6195.11,2,5.0,4,Travel_Rarely,No,2.0,3,2,1,0,Yes
EMP01207,31,Marketing,Junior,6927.55,5,4.0,4,Travel_Rarely,No,3.0,3,3,3,0,No
EMP00399,42,R&D,Manager,9146.88,1,1.0,2,Travel_Rarely,No,3.0,3,3,1,0,No
EMP01272,32,Sales,Intern,2947.54,1,15.0,3,Travel_Rarely,No,4.0,1,3,3,0,No
EMP00994,40,Sales,Intern,3146.98,5,1.0,1,Travel_Rarely,No,4.0,3,3,2,0,Yes
EMP00795,36,Engineering,Junior,4129.57,1,6.0,4,Non-Travel,Yes,3.0,2,4,1,0,Yes
EMP01026,29,HR,Senior,7459.84,0,11.0,4,Travel_Rarely,No,2.0,3,3,2,0,Yes
EMP01347,30,Marketing,Senior,5936.93,1,1.0,2,Travel_Rarely,Yes,3.0,3,4,2,0,Yes
EMP01225,29,Sales,Senior,8193.67,3,2.0,5,Travel_Rarely,No,3.0,3,3,0,0,No
EMP01091,22,Marketing,Junior,4442.76,0,3.0,3,Travel_Rarely,No,4.0,3,4,5,0,Yes
EMP00766,25,R&D,Junior,3486.51,5,8.0,1,Non-Travel,No,3.0,4,3,0,0,No
EMP01192,26,Marketing,Junior,4131.59,0,1.0,4,Travel_Frequently,Yes,2.0,1,3,3,0,Yes
EMP00008,31,Sales,Senior,7071.21,3,2.0,4,Travel_Frequently,No,4.0,2,4,4,0,No
EMP00956,35,Engineering,Senior,7531.05,5,23.0,4,Travel_Rarely,No,3.0,3,2,0,0,No
EMP00843,26,Engineering,Junior,4010.73,2,2.0,2,Travel_Frequently,No,3.0,2,3,0,1,No
EMP00478,39,Sales,Manager,8911.57,1,5.0,4,Travel_Rarely,No,3.0,4,1,2,0,No
EMP00881,32,Engineering,Intern,4177.17,6,10.0,5,Travel_Rarely,No,3.0,4,3,1,0,No
EMP00368,37,Sales,Junior,8638.15,17,1.0,5,Travel_Rarely,No,4.0,3,4,1,0,Yes
EMP00666,44,Sales,Senior,9273.49,5,1.0,5,Travel_Rarely,No,3.0,3,1,5,1,No
EMP00103,37,Engineering,Senior,7715.77,6,2.0,4,Travel_Rarely,Yes,2.0,2,3,7,0,No
EMP01256,30,Engineering,Junior,3458.96,0,12.0,2,Travel_Rarely,No,3.0,4,4,1,0,Yes
EMP00953,34,Marketing,Manager,10376.94,6,11.0,3,Travel_Frequently,No,1.0,2,4,1,0,No
EMP00388,32,R&D,Senior,6052.17,3,5.0,3,Travel_Rarely,No,3.0,2,3,4,0,Yes
EMP00048,20,Marketing,Junior,4014.74,0,7.0,4,Travel_Rarely,No,2.0,2,4,1,0,No
EMP00536,25,Sales,Senior,7524.16,5,3.0,4,Travel_Rarely,Yes,3.0,2,4,1,1,No
EMP00186,31,R&D,Manager,12030.43,11,1.0,4,Travel_Rarely,Yes,2.0,3,3,1,1,Yes
EMP00172,29,Sales,Intern,2213.47,4,2.0,3,Travel_Rarely,No,3.0,2,3,0,0,No
EMP00503,45,R&D,Junior,4733.96,9,1.0,1,Travel_Rarely,No,1.0,3,3,2,0,No
EMP01167,26,Sales,Junior,4375.03,5,2.0,2,Travel_Rarely,No,3.0,3,3,1,0,No
EMP00850,31,Sales,Senior,7759.48,4,2.0,4,Non-Travel,No,4.0,3,3,3,0,No
EMP01224,38,Marketing,Junior,5851.92,10,4.0,3,Travel_Frequently,No,4.0,2,4,0,0,No
EMP00062,32,Engineering,Junior,4520.47,2,1.0,3,Non-Travel,Yes,1.0,2,3,3,0,No
EMP00998,34,HR,Manager,10969.75,4,19.0,2,Travel_Rarely,No,3.0,2,4,2,0,No
EMP01476,33,Marketing,Senior,6683.21,3,8.0,3,Travel_Rarely,No,4.0,3,3,2,0,No
EMP01436,45,R&D,Junior,3982.73,1,21.0,2,Travel_Frequently,No,3.0,3,3,1,0,No
EMP01190,33,Marketing,Junior,3308.87,3,6.0,2,Travel_Rarely,No,4.0,3,4,3,0,No
EMP00286,51,R&D,Intern,2531.94,5,2.0,2,Travel_Rarely,No,4.0,3,4,3,1,No
EMP00195,37,R&D,Senior,7447.38,1,6.0,3,Travel_Rarely,No,3.0,2,3,1,0,No
EMP00729,44,HR,Manager,9763.15,1,1.0,3,Non-Travel,No,3.0,2,3,2,0,No
EMP00401,31,Engineering,Junior,4610.95,6,7.0,2,Travel_Frequently,No,4.0,3,3,2,0,No
EMP00942,54,Marketing,Senior,7399.33,4,11.0,3,Travel_Rarely,No,4.0,3,3,5,0,No
EMP00558,35,R&D,Manager,10368.02,9,11.0,2,Travel_Rarely,No,3.0,2,3,2,1,No
EMP00541,50,Engineering,Senior,7774.62,3,20.0,3,Non-Travel,Yes,3.0,2,3,0,1,Yes
EMP00929,42,Sales,Junior,4497.6,1,8.0,2,Travel_Rarely,No,3.0,3,3,2,0,No
EMP01159,37,Marketing,Senior,7513.92,7,18.0,2,Travel_Frequently,Yes,3.0,3,3,5,0,Yes
EMP00824,38,Engineering,Intern,2504.53,6,2.0,1,Travel_Rarely,No,2.0,2,4,0,1,No
EMP00783,35,Engineering,Senior,7045.76,0,15.0,4,Travel_Frequently,No,4.0,2,3,1,0,Yes
EMP00665,35,Sales,Junior,3933.87,3,7.0,2,Travel_Rarely,No,4.0,4,1,0,0,Yes
EMP01353,40,R&D,Junior,5630.76,4,7.0,4,Non-Travel,Yes,4.0,3,2,1,0,No
EMP00848,29,Sales,Executive,15578.99,1,8.0,3,Travel_Rarely,Yes,3.0,2,3,4,0,No
EMP01252,30,Marketing,Senior,9499.84,10,9.0,5,Travel_Frequently,No,3.0,3,3,3,0,No
EMP00641,36,Engineering,Junior,3529.13,4,13.0,3,Travel_Rarely,No,3.0,3,4,2,0,No
EMP00728,32,HR,Senior,,9,12.0,4,Travel_Frequently,No,,4,3,7,1,No
EMP00526,32,HR,Executive,16377.11,4,24.0,2,Travel_Rarely,No,1.0,4,4,4,1,No
EMP00128,20,Engineering,Executive,14480.22,0,12.0,1,Travel_Rarely,No,4.0,3,3,2,1,No
EMP00864,33,R&D,Senior,8089.27,7,3.0,2,Non-Travel,No,4.0,3,3,2,0,No
EMP00362,36,Engineering,Junior,5461.81,2,1.0,4,Travel_Rarely,No,4.0,2,4,3,1,No
EMP00737,36,HR,Manager,10055.2,2,2.0,2,Travel_Frequently,No,4.0,3,3,1,0,No
EMP00170,38,R&D,Intern,5236.79,5,5.0,5,Travel_Rarely,Yes,3.0,1,3,3,0,No
EMP01345,36,Marketing,Manager,10699.12,9,23.0,4,Travel_Frequently,No,4.0,2,2,1,1,No
EMP00120,29,Sales,Senior,8941.44,7,10.0,4,Travel_Frequently,No,4.0,2,4,1,0,No
EMP00984,45,Marketing,Junior,4307.22,2,1.0,3,Travel_Rarely,No,2.0,3,3,2,0,No
EMP00950,45,HR,Senior,7495.31,1,5.0,4,Travel_Rarely,Yes,2.0,2,3,2,1,No
EMP01032,60,R&D,Manager,10495.21,3,1.0,3,Travel_Rarely,No,3.0,2,1,3,0,No
EMP01165,42,Sales,Junior,3680.39,3,1.0,2,Travel_Rarely,No,3.0,2,3,0,0,Yes
EMP00825,30,Sales,Senior,6735.51,2,10.0,3,Travel_Rarely,No,2.0,3,2,4,0,Yes
EMP00456,34,Engineering,Senior,9440.9,9,10.0,5,Travel_Rarely,No,1.0,4,3,3,0,No
EMP00406,36,Sales,Junior,4532.47,6,8.0,2,Travel_Rarely,No,3.0,4,3,3,0,No
EMP00201,35,Engineering,Junior,3231.98,0,1.0,2,Travel_Rarely,No,3.0,3,3,0,0,Yes
EMP00782,30,Engineering,Junior,7155.16,10,1.0,4,Travel_Frequently,No,4.0,3,2,1,0,No
EMP00250,39,R&D,Manager,10341.86,3,12.0,5,Travel_Frequently,No,3.0,3,4,1,0,No
EMP00506,47,Marketing,Senior,6729.63,4,1.0,3,Travel_Rarely,Yes,2.0,2,4,2,0,No
EMP00316,40,Sales,Intern,3725.02,6,5.0,3,Travel_Rarely,Yes,2.0,2,3,2,0,No
EMP00147,33,Sales,Senior,6449.36,3,1.0,2,Travel_Frequently,No,3.0,3,3,5,0,No
EMP00432,43,Marketing,Senior,5795.68,1,2.0,3,Travel_Frequently,Yes,2.0,1,3,2,0,No
EMP00738,39,HR,Manager,9625.07,3,6.0,3,Travel_Frequently,Yes,3.0,1,4,3,1,No
EMP01179,36,Engineering,Manager,11020.22,3,22.0,5,Travel_Frequently,No,4.0,3,3,4,1,No
EMP01444,39,HR,Senior,7363.3,5,2.0,3,Travel_Rarely,No,3.0,2,3,3,0,No
EMP00142,35,Sales,Junior,4501.14,1,2.0,4,Travel_Rarely,No,4.0,3,4,2,0,No
EMP00705,40,HR,Junior,4512.98,4,7.0,3,Travel_Rarely,Yes,4.0,1,3,2,0,No
EMP00572,20,Sales,Junior,5223.57,0,14.0,4,Travel_Rarely,No,3.0,4,2,2,0,No
EMP00505,33,Sales,Junior,5316.09,7,19.0,2,Travel_Rarely,Yes,2.0,2,3,1,0,Yes
EMP00356,30,Sales,Junior,,1,1.0,4,Travel_Rarely,No,,4,4,6,0,No
EMP01043,20,R&D,Junior,,0,,3,Travel_Rarely,No,,4,3,2,0,No
EMP00336,39,Engineering,Manager,10435.91,5,24.0,4,Travel_Rarely,No,4.0,3,3,2,0,No
EMP00068,45,Marketing,Intern,2563.31,1,8.0,3,Travel_Rarely,No,3.0,4,4,3,0,No
EMP01371,33,R&D,Junior,4765.52,1,3.0,3,Travel_Rarely,No,4.0,2,3,4,0,No
EMP01477,35,R&D,Junior,4728.59,2,1.0,2,Travel_Rarely,Yes,4.0,3,3,0,1,Yes
EMP01055,45,R&D,Intern,3275.01,4,12.0,3,Travel_Rarely,Yes,3.0,3,2,1,1,No
EMP00083,46,R&D,Junior,5170.23,2,5.0,5,Travel_Rarely,No,3.0,4,3,2,0,No
EMP00326,34,R&D,Junior,4638.61,5,4.0,1,Non-Travel,Yes,3.0,3,4,1,0,No
EMP01488,24,R&D,Senior,6547.83,1,3.0,3,Travel_Rarely,No,3.0,3,3,1,0,No
EMP01285,33,Engineering,Junior,7321.91,10,1.0,4,Travel_Rarely,No,3.0,2,3,4,0,No
EMP00016,30,Marketing,Senior,5527.45,1,1.0,3,Travel_Rarely,No,3.0,4,2,2,1,No
EMP00159,43,Marketing,Junior,3794.25,1,19.0,3,Travel_Rarely,No,2.0,4,4,3,1,No
EMP00607,37,Sales,Junior,6204.34,9,1.0,5,Travel_Frequently,No,2.0,2,3,2,0,No
EMP01123,24,Engineering,Senior,8422.71,4,11.0,4,Non-Travel,No,4.0,3,3,1,0,No
EMP00744,40,R&D,Manager,10139.29,4,6.0,4,Non-Travel,No,3.0,3,3,0,0,No
EMP01321,22,HR,Junior,2999.16,0,2.0,3,Non-Travel,No,3.0,2,4,4,0,No
EMP01384,30,R&D,Manager,10374.6,1,4.0,3,Non-Travel,Yes,1.0,1,2,1,0,No
EMP01069,26,Sales,Senior,6876.9,1,4.0,4,Travel_Frequently,Yes,2.0,2,3,3,0,No
EMP01154,43,Sales,Manager,9532.11,1,1.0,3,Travel_Frequently,No,4.0,2,3,2,0,No
EMP00736,43,R&D,Senior,7285.2,6,3.0,2,Non-Travel,No,4.0,2,4,3,1,No
EMP01427,32,Engineering,Junior,5015.14,4,6.0,4,Travel_Rarely,Yes,3.0,3,2,1,0,No
EMP00565,27,Sales,Manager,11325.15,3,2.0,4,Non-Travel,No,4.0,2,3,6,1,No
EMP01337,32,Sales,Executive,15755.61,2,3.0,3,Travel_Rarely,No,4.0,2,3,1,0,No
EMP00488,30,R&D,Junior,5826.6,8,10.0,4,Travel_Rarely,Yes,3.0,3,2,3,1,No
EMP00599,39,Sales,Junior,5794.09,3,14.0,2,Travel_Frequently,Yes,2.0,2,3,5,0,Yes
EMP01323,20,Sales,Junior,3893.37,0,3.0,2,Non-Travel,Yes,1.0,3,3,0,0,Yes
EMP00100,37,Engineering,Senior,,4,7.0,4,Travel_Frequently,No,3.0,3,2,3,0,No
EMP00329,25,Marketing,Senior,5687.97,0,19.0,1,Travel_Rarely,Yes,2.0,4,3,1,0,No
EMP00862,26,Marketing,Junior,4651.33,1,15.0,3,Travel_Rarely,No,4.0,3,3,1,0,Yes
EMP00513,35,R&D,Executive,15310.0,6,1.0,2,Travel_Rarely,No,3.0,3,2,2,0,No
EMP00084,44,Engineering,Junior,5417.03,6,4.0,2,Travel_Rarely,No,2.0,2,2,2,1,No
EMP00003,33,R&D,Senior,6479.49,1,23.0,5,Travel_Rarely,No,3.0,3,2,1,0,Yes
EMP01370,24,Engineering,Junior,6252.66,4,1.0,5,Travel_Rarely,Yes,3.0,3,3,2,1,No
EMP01293,20,R&D,Senior,7184.67,0,1.0,3,Non-Travel,No,3.0,2,4,2,0,Yes
EMP01446,51,R&D,Intern,3110.25,1,5.0,3,Travel_Rarely,No,2.0,3,4,2,0,Yes
EMP01054,38,Marketing,Manager,9038.98,3,3.0,3,Travel_Rarely,Yes,2.0,3,3,0,0,No
EMP01381,20,R&D,Senior,7109.57,0,7.0,3,Travel_Rarely,No,4.0,4,3,2,0,No
EMP00601,33,Engineering,Senior,7053.2,3,3.0,4,Non-Travel,No,3.0,4,2,0,1,No
EMP00216,41,Marketing,Junior,4462.95,2,18.0,4,Non-Travel,Yes,1.0,3,3,1,0,No
EMP01260,33,HR,Intern,2558.02,1,2.0,2,Non-Travel,No,1.0,2,3,2,0,Yes
EMP00469,37,Sales,Junior,5212.5,6,5.0,4,Travel_Rarely,Yes,3.0,3,3,3,0,No
EMP00986,47,Engineering,Senior,8484.8,11,6.0,2,Travel_Rarely,No,2.0,3,3,0,1,No
EMP00081,44,Sales,Manager,9946.94,1,3.0,3,Travel_Rarely,No,3.0,3,4,3,0,No
EMP00933,49,Sales,Executive,16377.94,1,13.0,3,Non-Travel,No,4.0,2,1,0,0,No
EMP00038,46,R&D,Junior,6574.54,17,7.0,2,Travel_Rarely,No,4.0,4,3,4,1,No
EMP01428,35,Engineering,Senior,9386.72,14,18.0,3,Travel_Rarely,No,2.0,4,2,2,0,No
EMP00497,25,Sales,Manager,8937.93,0,9.0,4,Travel_Rarely,No,1.0,3,3,2,0,No
EMP01369,43,R&D,Intern,6508.84,8,1.0,5,Non-Travel,Yes,1.0,3,2,2,0,Yes
EMP00615,48,Engineering,Senior,6310.16,2,14.0,3,Travel_Rarely,No,2.0,2,3,1,0,No
EMP00392,45,Engineering,Intern,3258.0,13,19.0,2,Travel_Rarely,Yes,3.0,2,3,1,0,Yes
EMP00183,40,Engineering,Junior,3143.14,8,6.0,1,Travel_Rarely,No,3.0,3,2,3,0,Yes
EMP00375,42,R&D,Junior,3599.29,1,7.0,2,Travel_Rarely,Yes,3.0,1,3,4,0,Yes
EMP00709,43,R&D,Senior,6248.05,1,17.0,3,Travel_Rarely,Yes,2.0,3,3,3,0,Yes
EMP00992,48,Marketing,Senior,8716.13,11,5.0,4,Travel_Rarely,No,3.0,2,4,6,1,No
EMP00453,29,R&D,Junior,4895.54,7,14.0,4,Non-Travel,No,4.0,4,3,1,0,No
EMP00067,21,Marketing,Junior,4343.43,1,15.0,2,Travel_Rarely,No,1.0,4,4,3,0,Yes
EMP00548,31,Sales,Junior,4859.92,3,2.0,5,Travel_Frequently,No,1.0,1,3,1,0,No
EMP00454,43,Sales,Senior,6515.38,2,2.0,2,Travel_Rarely,No,4.0,3,3,2,0,No
EMP01201,20,Engineering,Senior,7757.16,0,1.0,4,Travel_Rarely,No,4.0,4,3,0,0,No
EMP00408,23,Marketing,Junior,4492.89,1,15.0,4,Travel_Rarely,Yes,3.0,3,3,3,0,No
EMP00482,36,Marketing,Junior,3736.58,1,1.0,3,Travel_Rarely,Yes,1.0,3,4,5,1,No
EMP00585,42,R&D,Manager,10233.84,9,2.0,3,Travel_Frequently,No,4.0,4,3,3,0,No
EMP01007,38,Sales,Senior,6592.38,2,2.0,3,Travel_Frequently,No,4.0,1,3,4,0,Yes
EMP00173,25,Marketing,Senior,5987.93,0,1.0,3,Travel_Rarely,No,2.0,3,3,1,1,No
EMP00576,31,R&D,Manager,8374.13,1,1.0,1,Travel_Frequently,No,4.0,3,4,4,0,Yes
EMP01275,48,HR,Senior,7448.43,2,22.0,3,Travel_Rarely,Yes,2.0,2,3,1,0,No
EMP00331,49,Marketing,Junior,6530.29,8,2.0,5,Non-Travel,Yes,3.0,1,4,0,0,No
EMP00557,21,Sales,Junior,4607.38,1,6.0,4,Non-Travel,No,3.0,4,2,6,0,No
EMP00285,37,Marketing,Junior,4666.09,2,23.0,5,Travel_Rarely,No,3.0,3,3,3,1,Yes
EMP00969,31,Engineering,Senior,7068.58,3,5.0,4,Travel_Rarely,Yes,1.0,2,4,2,1,No
EMP01306,20,Marketing,Executive,14461.88,0,3.0,4,Travel_Rarely,No,2.0,2,3,2,1,No
EMP00462,32,R&D,Senior,7842.8,12,2.0,1,Travel_Frequently,No,3.0,2,4,4,0,No
EMP01283,39,Sales,Senior,7204.14,4,1.0,4,Non-Travel,No,3.0,3,4,0,1,No
EMP01254,47,Engineering,Intern,4243.35,7,2.0,3,Travel_Rarely,No,2.0,3,3,0,1,No
EMP00233,29,Engineering,Intern,4010.9,3,3.0,5,Travel_Rarely,No,4.0,4,3,2,1,No
EMP01216,22,Engineering,Manager,9888.8,2,3.0,2,Travel_Frequently,Yes,3.0,2,3,2,0,No
EMP01387,24,R&D,Senior,5697.34,2,1.0,3,Travel_Rarely,No,4.0,4,4,3,0,No
EMP00785,38,Marketing,Senior,7170.29,3,34.0,3,Travel_Frequently,Yes,1.0,2,3,1,1,Yes
EMP01269,52,Sales,Intern,3450.85,3,2.0,3,Travel_Rarely,No,3.0,3,3,3,0,Yes
EMP01335,45,R&D,Senior,6667.48,1,16.0,3,Travel_Rarely,No,4.0,3,3,5,1,No
EMP01241,44,Sales,Manager,12744.37,13,1.0,5,Travel_Rarely,No,3.0,2,3,1,1,No
EMP01423,31,Marketing,Junior,5523.48,4,9.0,4,Travel_Frequently,Yes,4.0,3,2,5,0,Yes
EMP01035,42,Sales,Junior,4796.44,7,2.0,2,Travel_Rarely,No,4.0,2,4,2,0,Yes
EMP00945,29,R&D,Senior,6118.89,0,5.0,1,Travel_Rarely,No,3.0,3,4,2,0,No
EMP00787,40,Marketing,Junior,3985.95,1,1.0,4,Non-Travel,Yes,2.0,2,3,2,0,Yes
EMP00892,36,R&D,Manager,11016.88,8,7.0,1,Non-Travel,Yes,1.0,2,1,1,0,Yes
EMP01121,34,Sales,Intern,2757.59,3,8.0,4,Travel_Frequently,No,3.0,2,3,1,0,No
EMP00863,24,R&D,Senior,5845.96,0,3.0,2,Travel_Rarely,Yes,2.0,2,3,3,0,Yes
EMP00271,33,R&D,Senior,7362.79,0,1.0,4,Travel_Frequently,No,4.0,2,4,3,0,No
EMP01438,40,Sales,Senior,8705.39,5,7.0,4,Non-Travel,No,3.0,3,1,1,0,No
EMP00461,35,R&D,Junior,4312.2,7,18.0,1,Travel_Rarely,No,3.0,3,3,0,1,No
EMP00569,34,R&D,Junior,6038.43,6,5.0,3,Travel_Rarely,No,4.0,3,3,1,1,No
EMP00683,41,Engineering,Manager,9820.75,3,7.0,4,Travel_Rarely,Yes,3.0,3,3,2,0,Yes
EMP01223,54,HR,Manager,9869.55,3,7.0,4,Travel_Frequently,No,3.0,1,3,2,0,Yes
EMP00061,34,Marketing,Junior,4496.47,1,5.0,5,Travel_Rarely,No,3.0,1,2,2,0,Yes
EMP00202,39,Sales,Junior,4794.82,3,4.0,4,Non-Travel,No,4.0,2,3,0,0,No
EMP00266,24,R&D,Senior,6439.97,2,7.0,3,Travel_Rarely,Yes,3.0,2,4,1,0,Yes
EMP00664,36,Sales,Senior,9110.66,12,33.0,4,Travel_Rarely,No,2.0,3,2,2,0,No
EMP00697,35,Engineering,Junior,4746.79,0,1.0,2,Travel_Rarely,Yes,2.0,1,4,3,0,Yes
EMP00400,47,Marketing,Senior,8169.2,3,3.0,5,Travel_Frequently,No,2.0,3,3,0,0,No
EMP01258,35,R&D,Intern,2453.26,1,4.0,3,Travel_Rarely,No,2.0,2,2,0,1,No
EMP00280,53,Engineering,Senior,8439.16,8,38.0,3,Travel_Rarely,Yes,1.0,3,4,1,0,No
EMP00302,30,R&D,Executive,16579.5,8,1.0,3,Non-Travel,No,3.0,2,3,3,0,No
EMP00917,49,Engineering,Junior,6490.23,9,2.0,4,Travel_Frequently,Yes,3.0,1,4,4,0,No
EMP00906,33,R&D,Senior,7876.03,2,1.0,5,Non-Travel,No,2.0,4,2,3,0,No
EMP01128,40,Sales,Executive,16001.93,2,7.0,4,Travel_Rarely,No,3.0,2,2,2,0,No
EMP00029,29,Engineering,Executive,16404.88,9,1.0,3,Travel_Frequently,No,3.0,4,3,5,0,No
EMP00130,29,R&D,Junior,5044.49,4,1.0,1,Travel_Frequently,Yes,3.0,2,3,1,1,No
EMP00241,20,Engineering,Junior,3891.78,0,2.0,3,Travel_Rarely,No,3.0,3,2,3,0,No
EMP00583,35,Marketing,Intern,3778.83,4,1.0,4,Travel_Rarely,No,3.0,4,1,0,0,No
EMP01089,44,HR,Intern,2491.42,1,9.0,3,Travel_Rarely,No,4.0,2,3,1,1,No
EMP00912,37,HR,Junior,5103.09,2,2.0,4,Travel_Rarely,No,4.0,3,2,1,0,No
